Sublist	Category	Term	RT	Genes	Count	%	P-Value	Benjamini	Fisher Exact	-Log
	GOTERM_BP_DIRECT	positive regulation of telomerase RNA localization to Cajal body	RT		10	0.8	9.90E-08	1.30E-05	4.20E-09	8.37675071
	GOTERM_BP_DIRECT	tricarboxylic acid cycle	RT		14	1.1	9.20E-08	1.20E-05	9.40E-09	8.026872146
	GOTERM_BP_DIRECT	"negative regulation of mRNA splicing, via spliceosome"	RT		12	0.9	1.40E-07	1.70E-05	1.10E-08	7.958607315
	GOTERM_BP_DIRECT	positive regulation of cytoplasmic translation	RT		10	0.8	2.10E-07	2.40E-05	1.10E-08	7.958607315
	GOTERM_BP_DIRECT	"DNA-templated transcription, initiation"	RT		15	1.1	1.20E-07	1.40E-05	1.40E-08	7.853871964
	GOTERM_BP_DIRECT	positive regulation of establishment of protein localization to telomere	RT		8	0.6	6.30E-07	6.30E-05	1.70E-08	7.769551079
	GOTERM_BP_DIRECT	intracellular protein transport	RT		51	3.8	5.20E-08	7.30E-06	2.00E-08	7.698970004
	GOTERM_BP_DIRECT	protein refolding	RT		12	0.9	2.40E-07	2.50E-05	2.00E-08	7.698970004
	GOTERM_BP_DIRECT	ER to Golgi vesicle-mediated transport	RT		28	2.1	1.30E-07	1.60E-05	3.50E-08	7.455931956
	GOTERM_BP_DIRECT	negative regulation of apoptotic process	RT		70	5.3	8.40E-08	1.10E-05	3.80E-08	7.420216403
	GOTERM_BP_DIRECT	cellular response to leukemia inhibitory factor	RT		24	1.8	2.40E-07	2.50E-05	5.60E-08	7.251811973
	GOTERM_BP_DIRECT	positive regulation of protein localization to Cajal body	RT		8	0.6	1.60E-06	1.40E-04	5.90E-08	7.229147988
	GOTERM_BP_DIRECT	IRES-dependent viral translational initiation	RT		8	0.6	1.60E-06	1.40E-04	5.90E-08	7.229147988
	GOTERM_BP_DIRECT	CRD-mediated mRNA stabilization	RT		8	0.6	1.60E-06	1.40E-04	5.90E-08	7.229147988
	GOTERM_BP_DIRECT	protein import into nucleus	RT		24	1.8	2.80E-07	2.90E-05	6.80E-08	7.167491087
	GOTERM_BP_DIRECT	DNA replication	RT		26	2	4.30E-07	4.30E-05	1.10E-07	6.958607315
	GOTERM_BP_DIRECT	chaperone mediated protein folding requiring cofactor	RT		13	1	1.20E-06	1.10E-04	1.40E-07	6.853871964
	GOTERM_BP_DIRECT	nucleocytoplasmic transport	RT		16	1.2	1.10E-06	1.00E-04	1.80E-07	6.744727495
	GOTERM_BP_DIRECT	regulation of translation	RT		21	1.6	8.50E-07	8.20E-05	1.90E-07	6.721246399
	GOTERM_BP_DIRECT	ribosomal small subunit biogenesis	RT		10	0.8	2.40E-06	2.00E-04	1.90E-07	6.721246399
	GOTERM_BP_DIRECT	canonical glycolysis	RT		9	0.7	3.40E-06	2.60E-04	2.10E-07	6.677780705
	GOTERM_BP_DIRECT	substantia nigra development	RT		15	1.1	2.10E-06	1.80E-04	3.40E-07	6.468521083
	GOTERM_BP_DIRECT	response to unfolded protein	RT		16	1.2	2.30E-06	2.00E-04	4.20E-07	6.37675071
	GOTERM_BP_DIRECT	glycolytic process	RT		14	1.1	3.10E-06	2.50E-04	4.80E-07	6.318758763
	GOTERM_BP_DIRECT	ATP synthesis coupled proton transport	RT		11	0.8	5.60E-06	4.10E-04	6.20E-07	6.207608311
	GOTERM_BP_DIRECT	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	RT		7	0.5	1.60E-05	1.00E-03	6.40E-07	6.193820026
	GOTERM_BP_DIRECT	response to cadmium ion	RT		11	0.8	8.20E-06	5.80E-04	9.50E-07	6.022276395
	GOTERM_BP_DIRECT	mitochondrial ATP synthesis coupled proton transport	RT		17	1.3	4.70E-06	3.60E-04	9.70E-07	6.013228266
	GOTERM_BP_DIRECT	mRNA splice site selection	RT		10	0.8	9.80E-06	6.70E-04	9.80E-07	6.008773924
	GOTERM_BP_DIRECT	nucleobase-containing compound metabolic process	RT		13	1	8.10E-06	5.80E-04	1.20E-06	5.920818754
	GOTERM_BP_DIRECT	response to drug	RT		43	3.2	3.10E-06	2.50E-04	1.30E-06	5.886056648
	GOTERM_BP_DIRECT	response to oxidative stress	RT		24	1.8	4.70E-06	3.60E-04	1.40E-06	5.853871964
	GOTERM_BP_DIRECT	viral translational termination-reinitiation	RT		5	0.4	9.80E-05	4.80E-03	1.40E-06	5.853871964
	GOTERM_BP_DIRECT	mRNA transport	RT		20	1.5	6.10E-06	4.50E-04	1.50E-06	5.823908741
	GOTERM_BP_DIRECT	ribosomal large subunit assembly	RT		10	0.8	1.50E-05	9.90E-04	1.60E-06	5.795880017
	GOTERM_BP_DIRECT	protein folding in endoplasmic reticulum	RT		7	0.5	3.20E-05	1.90E-03	1.60E-06	5.795880017
	GOTERM_BP_DIRECT	purine nucleotide biosynthetic process	RT		8	0.6	2.50E-05	1.50E-03	1.80E-06	5.744727495
	GOTERM_BP_DIRECT	RNA export from nucleus	RT		9	0.7	2.60E-05	1.50E-03	2.40E-06	5.619788758
	GOTERM_BP_DIRECT	purine ribonucleoside salvage	RT		6	0.5	6.60E-05	3.40E-03	2.40E-06	5.619788758
	GOTERM_BP_DIRECT	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	RT		6	0.5	6.60E-05	3.40E-03	2.40E-06	5.619788758
	GOTERM_BP_DIRECT	"alternative mRNA splicing, via spliceosome"	RT		10	0.8	2.20E-05	1.30E-03	2.50E-06	5.602059991
	GOTERM_BP_DIRECT	proteolysis involved in cellular protein catabolic process	RT		14	1.1	1.50E-05	1.00E-03	2.80E-06	5.552841969
	GOTERM_BP_DIRECT	osteoblast differentiation	RT		24	1.8	9.60E-06	6.70E-04	2.90E-06	5.537602002
	GOTERM_BP_DIRECT	regulation of actin filament polymerization	RT		12	0.9	2.10E-05	1.30E-03	3.30E-06	5.48148606
	GOTERM_BP_DIRECT	spliceosomal complex assembly	RT		10	0.8	3.10E-05	1.80E-03	3.80E-06	5.420216403
	GOTERM_BP_DIRECT	mRNA export from nucleus	RT		15	1.1	1.90E-05	1.20E-03	3.90E-06	5.408935393
	GOTERM_BP_DIRECT	translational elongation	RT		9	0.7	3.90E-05	2.20E-03	4.00E-06	5.397940009
	GOTERM_BP_DIRECT	activation of innate immune response	RT		11	0.8	3.10E-05	1.80E-03	4.40E-06	5.356547324
	GOTERM_BP_DIRECT	chaperone-mediated protein complex assembly	RT		9	0.7	5.80E-05	3.00E-03	6.40E-06	5.193820026
	GOTERM_BP_DIRECT	glutamine metabolic process	RT		9	0.7	5.80E-05	3.00E-03	6.40E-06	5.193820026
	GOTERM_BP_DIRECT	response to alkaloid	RT		6	0.5	1.40E-04	6.30E-03	6.60E-06	5.180456064
	GOTERM_BP_DIRECT	GMP biosynthetic process	RT		6	0.5	1.40E-04	6.30E-03	6.60E-06	5.180456064
	GOTERM_BP_DIRECT	vesicle-mediated transport	RT		35	2.6	1.80E-05	1.10E-03	7.20E-06	5.142667504
	GOTERM_BP_DIRECT	negative regulation of ubiquitin protein ligase activity	RT		7	0.5	1.10E-04	5.10E-03	7.60E-06	5.119186408
	GOTERM_BP_DIRECT	cellular response to heat	RT		14	1.1	3.80E-05	2.10E-03	7.70E-06	5.113509275
	GOTERM_BP_DIRECT	purine nucleobase biosynthetic process	RT		5	0.4	2.80E-04	1.10E-02	7.90E-06	5.102372909
	GOTERM_BP_DIRECT	isocitrate metabolic process	RT		5	0.4	2.80E-04	1.10E-02	7.90E-06	5.102372909
	GOTERM_BP_DIRECT	DNA duplex unwinding	RT		17	1.3	3.30E-05	1.90E-03	8.10E-06	5.091514981
	GOTERM_BP_DIRECT	microtubule-based process	RT		12	0.9	4.80E-05	2.60E-03	8.20E-06	5.086186148
	GOTERM_BP_DIRECT	positive regulation of telomere maintenance via telomerase	RT		11	0.8	5.60E-05	3.00E-03	8.70E-06	5.060480747
	GOTERM_BP_DIRECT	DNA unwinding involved in DNA replication	RT		9	0.7	8.30E-05	4.20E-03	9.90E-06	5.004364805
	GOTERM_BP_DIRECT	ATP biosynthetic process	RT		8	0.6	1.00E-04	5.00E-03	1.00E-05	5
	GOTERM_BP_DIRECT	2-oxoglutarate metabolic process	RT		8	0.6	1.00E-04	5.00E-03	1.00E-05	5
	GOTERM_BP_DIRECT	cellular oxidant detoxification	RT		17	1.3	4.60E-05	2.50E-03	1.20E-05	4.920818754
	GOTERM_BP_DIRECT	regulation of DNA-dependent DNA replication initiation	RT		7	0.5	1.80E-04	7.70E-03	1.40E-05	4.853871964
	GOTERM_BP_DIRECT	SRP-dependent cotranslational protein targeting to membrane	RT		6	0.5	2.60E-04	1.10E-02	1.60E-05	4.795880017
	GOTERM_BP_DIRECT	positive regulation of viral genome replication	RT		10	0.8	1.10E-04	5.20E-03	1.70E-05	4.769551079
	GOTERM_BP_DIRECT	positive regulation of lamellipodium assembly	RT		10	0.8	1.10E-04	5.20E-03	1.70E-05	4.769551079
	GOTERM_BP_DIRECT	actin filament fragmentation	RT		4	0.3	1.20E-03	3.80E-02	2.10E-05	4.677780705
	GOTERM_BP_DIRECT	ribosomal small subunit assembly	RT		7	0.5	2.80E-04	1.10E-02	2.50E-05	4.602059991
	GOTERM_BP_DIRECT	nucleoside metabolic process	RT		8	0.6	2.20E-04	9.50E-03	2.60E-05	4.585026652
	GOTERM_BP_DIRECT	'de novo' XMP biosynthetic process	RT		5	0.4	6.20E-04	2.20E-02	2.60E-05	4.585026652
	GOTERM_BP_DIRECT	protein localization to cytoplasmic stress granule	RT		5	0.4	6.20E-04	2.20E-02	2.60E-05	4.585026652
	GOTERM_BP_DIRECT	translational termination	RT		5	0.4	6.20E-04	2.20E-02	2.60E-05	4.585026652
	GOTERM_BP_DIRECT	platelet aggregation	RT		12	0.9	1.50E-04	6.90E-03	3.10E-05	4.508638306
	GOTERM_BP_DIRECT	fructose 6-phosphate metabolic process	RT		6	0.5	4.60E-04	1.70E-02	3.20E-05	4.494850022
	GOTERM_BP_DIRECT	ubiquitin-dependent protein catabolic process	RT		38	2.9	8.20E-05	4.10E-03	3.70E-05	4.431798276
	GOTERM_BP_DIRECT	mitochondrion morphogenesis	RT		8	0.6	3.20E-04	1.20E-02	3.90E-05	4.408935393
	GOTERM_BP_DIRECT	protein localization	RT		24	1.8	1.20E-04	5.60E-03	4.40E-05	4.356547324
	GOTERM_BP_DIRECT	rhythmic process	RT		16	1.2	1.70E-04	7.60E-03	4.70E-05	4.327902142
	GOTERM_BP_DIRECT	glutathione metabolic process	RT		12	0.9	2.30E-04	9.70E-03	4.90E-05	4.30980392
	GOTERM_BP_DIRECT	regulation of RNA splicing	RT		16	1.2	2.00E-04	8.50E-03	5.50E-05	4.259637311
	GOTERM_BP_DIRECT	release of cytochrome c from mitochondria	RT		8	0.6	4.40E-04	1.70E-02	5.80E-05	4.236572006
	GOTERM_BP_DIRECT	protein targeting to mitochondrion	RT		9	0.7	3.90E-04	1.50E-02	6.10E-05	4.214670165
	GOTERM_BP_DIRECT	double-strand break repair via break-induced replication	RT		6	0.5	7.40E-04	2.60E-02	6.10E-05	4.214670165
	GOTERM_BP_DIRECT	positive regulation of ER-associated ubiquitin-dependent protein catabolic process	RT		5	0.4	1.20E-03	3.80E-02	6.60E-05	4.180456064
	GOTERM_BP_DIRECT	'de novo' AMP biosynthetic process	RT		5	0.4	1.20E-03	3.80E-02	6.60E-05	4.180456064
	GOTERM_BP_DIRECT	7-methylguanosine cap hypermethylation	RT		5	0.4	1.20E-03	3.80E-02	6.60E-05	4.180456064
	GOTERM_BP_DIRECT	mitotic spindle organization	RT		13	1	3.00E-04	1.20E-02	7.10E-05	4.148741651
	GOTERM_BP_DIRECT	regulation of apoptotic process	RT		33	2.5	1.80E-04	7.70E-03	7.90E-05	4.102372909
	GOTERM_BP_DIRECT	liver regeneration	RT		11	0.8	3.80E-04	1.50E-02	7.90E-05	4.102372909
	GOTERM_BP_DIRECT	ribosomal large subunit biogenesis	RT		9	0.7	5.10E-04	1.90E-02	8.30E-05	4.080921908
	GOTERM_BP_DIRECT	protein N-linked glycosylation via asparagine	RT		8	0.6	5.90E-04	2.20E-02	8.40E-05	4.075720714
	GOTERM_BP_DIRECT	DNA repair	RT		38	2.9	1.90E-04	8.30E-03	9.10E-05	4.040958608
	GOTERM_BP_DIRECT	actin cytoskeleton organization	RT		27	2	2.30E-04	9.70E-03	9.50E-05	4.022276395
	GOTERM_BP_DIRECT	citrate metabolic process	RT		4	0.3	2.80E-03	7.70E-02	9.80E-05	4.008773924
	GOTERM_BP_DIRECT	cytoplasmic translational initiation	RT		4	0.3	2.80E-03	7.70E-02	9.80E-05	4.008773924
	GOTERM_BP_DIRECT	negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	RT		7	0.5	8.60E-04	3.00E-02	1.00E-04	4
	GOTERM_BP_DIRECT	actin filament depolymerization	RT		6	0.5	1.10E-03	3.80E-02	1.10E-04	3.958607315
	GOTERM_BP_DIRECT	proteasome assembly	RT		6	0.5	1.10E-03	3.80E-02	1.10E-04	3.958607315
	GOTERM_BP_DIRECT	toxin transport	RT		11	0.8	5.70E-04	2.10E-02	1.20E-04	3.920818754
	GOTERM_BP_DIRECT	response to endoplasmic reticulum stress	RT		16	1.2	4.60E-04	1.70E-02	1.40E-04	3.853871964
	GOTERM_BP_DIRECT	oxaloacetate metabolic process	RT		5	0.4	2.00E-03	5.90E-02	1.40E-04	3.853871964
	GOTERM_BP_DIRECT	regulation of ruffle assembly	RT		5	0.4	2.00E-03	5.90E-02	1.40E-04	3.853871964
	GOTERM_BP_DIRECT	protein export from nucleus	RT		9	0.7	8.30E-04	2.90E-02	1.50E-04	3.823908741
	GOTERM_BP_DIRECT	"RNA splicing, via transesterification reactions"	RT		8	0.6	1.00E-03	3.60E-02	1.60E-04	3.795880017
	GOTERM_BP_DIRECT	positive regulation of proteasomal protein catabolic process	RT		7	0.5	1.20E-03	3.90E-02	1.60E-04	3.795880017
	GOTERM_BP_DIRECT	"mitochondrial electron transport, ubiquinol to cytochrome c"	RT		6	0.5	1.70E-03	5.10E-02	1.80E-04	3.744727495
	GOTERM_BP_DIRECT	cellular response to interleukin-4	RT		8	0.6	1.30E-03	4.20E-02	2.20E-04	3.657577319
	GOTERM_BP_DIRECT	negative regulation of protein ubiquitination	RT		12	0.9	9.70E-04	3.40E-02	2.50E-04	3.602059991
	GOTERM_BP_DIRECT	binding of sperm to zona pellucida	RT		10	0.8	1.20E-03	3.80E-02	2.50E-04	3.602059991
	GOTERM_BP_DIRECT	mRNA stabilization	RT		9	0.7	1.30E-03	4.10E-02	2.50E-04	3.602059991
	GOTERM_BP_DIRECT	maturation of LSU-rRNA	RT		6	0.5	2.40E-03	6.70E-02	2.80E-04	3.552841969
	GOTERM_BP_DIRECT	positive regulation of mRNA binding	RT		4	0.3	5.30E-03	1.30E-01	2.80E-04	3.552841969
	GOTERM_BP_DIRECT	ribosomal subunit export from nucleus	RT		4	0.3	5.30E-03	1.30E-01	2.80E-04	3.552841969
	GOTERM_BP_DIRECT	mature ribosome assembly	RT		4	0.3	5.30E-03	1.30E-01	2.80E-04	3.552841969
	GOTERM_BP_DIRECT	'de novo' IMP biosynthetic process	RT		4	0.3	5.30E-03	1.30E-01	2.80E-04	3.552841969
	GOTERM_BP_DIRECT	5-phosphoribose 1-diphosphate biosynthetic process	RT		4	0.3	5.30E-03	1.30E-01	2.80E-04	3.552841969
	GOTERM_BP_DIRECT	positive regulation of ATPase activity	RT		8	0.6	1.70E-03	5.10E-02	3.00E-04	3.522878745
	GOTERM_BP_DIRECT	cellular respiration	RT		10	0.8	1.40E-03	4.40E-02	3.10E-04	3.508638306
	GOTERM_BP_DIRECT	cellular hyperosmotic salinity response	RT		3	0.2	1.30E-02	2.50E-01	3.10E-04	3.508638306
	GOTERM_BP_DIRECT	"regulation of translation at postsynapse, modulating synaptic transmission"	RT		3	0.2	1.30E-02	2.50E-01	3.10E-04	3.508638306
	GOTERM_BP_DIRECT	positive regulation of plasma membrane repair	RT		3	0.2	1.30E-02	2.50E-01	3.10E-04	3.508638306
	GOTERM_BP_DIRECT	cytoplasmic translational termination	RT		3	0.2	1.30E-02	2.50E-01	3.10E-04	3.508638306
	GOTERM_BP_DIRECT	respiratory electron transport chain	RT		7	0.5	2.10E-03	6.20E-02	3.20E-04	3.494850022
	GOTERM_BP_DIRECT	positive regulation of DNA repair	RT		10	0.8	1.70E-03	5.10E-02	3.90E-04	3.408935393
	GOTERM_BP_DIRECT	spliceosomal snRNP assembly	RT		8	0.6	2.10E-03	6.20E-02	3.90E-04	3.408935393
	GOTERM_BP_DIRECT	response to copper ion	RT		6	0.5	3.30E-03	8.90E-02	4.20E-04	3.37675071
	GOTERM_BP_DIRECT	"regulation of mRNA splicing, via spliceosome"	RT		7	0.5	2.70E-03	7.70E-02	4.40E-04	3.356547324
	GOTERM_BP_DIRECT	response to virus	RT		18	1.4	1.20E-03	4.00E-02	4.50E-04	3.346787486
	GOTERM_BP_DIRECT	protein maturation by iron-sulfur cluster transfer	RT		5	0.4	4.70E-03	1.20E-01	4.60E-04	3.337242168
	GOTERM_BP_DIRECT	regulation of lamellipodium assembly	RT		5	0.4	4.70E-03	1.20E-01	4.60E-04	3.337242168
	GOTERM_BP_DIRECT	pentose-phosphate shunt	RT		5	0.4	4.70E-03	1.20E-01	4.60E-04	3.337242168
	GOTERM_BP_DIRECT	formation of translation preinitiation complex	RT		5	0.4	4.70E-03	1.20E-01	4.60E-04	3.337242168
	GOTERM_BP_DIRECT	hydrogen ion transmembrane transport	RT		20	1.5	1.30E-03	4.10E-02	5.00E-04	3.301029996
	GOTERM_BP_DIRECT	"retrograde vesicle-mediated transport, Golgi to ER"	RT		11	0.8	1.90E-03	5.80E-02	5.00E-04	3.301029996
	GOTERM_BP_DIRECT	one-carbon metabolic process	RT		9	0.7	2.30E-03	6.70E-02	5.10E-04	3.292429824
	GOTERM_BP_DIRECT	positive regulation of protein import into nucleus	RT		10	0.8	2.30E-03	6.70E-02	5.80E-04	3.236572006
	GOTERM_BP_DIRECT	response to organic cyclic compound	RT		12	0.9	2.00E-03	6.00E-02	5.90E-04	3.229147988
	GOTERM_BP_DIRECT	barbed-end actin filament capping	RT		7	0.5	3.50E-03	9.40E-02	6.00E-04	3.22184875
	GOTERM_BP_DIRECT	chromosome condensation	RT		7	0.5	3.50E-03	9.40E-02	6.00E-04	3.22184875
	GOTERM_BP_DIRECT	response to ethanol	RT		20	1.5	1.50E-03	4.80E-02	6.10E-04	3.214670165
	GOTERM_BP_DIRECT	nuclear migration	RT		6	0.5	4.40E-03	1.10E-01	6.10E-04	3.214670165
	GOTERM_BP_DIRECT	ribosomal small subunit export from nucleus	RT		4	0.3	8.80E-03	1.90E-01	6.20E-04	3.207608311
	GOTERM_BP_DIRECT	apical junction assembly	RT		4	0.3	8.80E-03	1.90E-01	6.20E-04	3.207608311
	GOTERM_BP_DIRECT	glycine metabolic process	RT		4	0.3	8.80E-03	1.90E-01	6.20E-04	3.207608311
	GOTERM_BP_DIRECT	regulation of translational termination	RT		4	0.3	8.80E-03	1.90E-01	6.20E-04	3.207608311
	GOTERM_BP_DIRECT	mitotic cell cycle	RT		22	1.7	1.60E-03	5.00E-02	6.90E-04	3.161150909
	GOTERM_BP_DIRECT	protein import into mitochondrial outer membrane	RT		5	0.4	6.60E-03	1.50E-01	7.40E-04	3.13076828
	GOTERM_BP_DIRECT	myoblast differentiation	RT		7	0.5	4.40E-03	1.10E-01	7.90E-04	3.102372909
	GOTERM_BP_DIRECT	response to calcium ion	RT		12	0.9	2.70E-03	7.60E-02	8.00E-04	3.096910013
	GOTERM_BP_DIRECT	cellular response to gamma radiation	RT		8	0.6	4.00E-03	1.00E-01	8.30E-04	3.080921908
	GOTERM_BP_DIRECT	sarcomere organization	RT		9	0.7	4.00E-03	1.00E-01	9.60E-04	3.017728767
	GOTERM_BP_DIRECT	cellular response to organic cyclic compound	RT		11	0.8	3.40E-03	9.30E-02	9.80E-04	3.008773924
	GOTERM_BP_DIRECT	ubiquitin-dependent ERAD pathway	RT		14	1.1	2.90E-03	8.10E-02	9.90E-04	3.004364805
	GOTERM_BP_DIRECT	positive regulation of DNA replication	RT		8	0.6	4.80E-03	1.20E-01	1.00E-03	3
	GOTERM_BP_DIRECT	Arp2/3 complex-mediated actin nucleation	RT		7	0.5	5.50E-03	1.30E-01	1.00E-03	3
	GOTERM_BP_DIRECT	telomere maintenance	RT		11	0.8	3.90E-03	1.00E-01	1.10E-03	2.958607315
	GOTERM_BP_DIRECT	negative regulation of microtubule polymerization	RT		5	0.4	9.10E-03	1.90E-01	1.10E-03	2.958607315
	GOTERM_BP_DIRECT	postsynaptic actin cytoskeleton organization	RT		5	0.4	9.10E-03	1.90E-01	1.10E-03	2.958607315
	GOTERM_BP_DIRECT	positive regulation of mRNA catabolic process	RT		5	0.4	9.10E-03	1.90E-01	1.10E-03	2.958607315
	GOTERM_BP_DIRECT	removal of superoxide radicals	RT		5	0.4	9.10E-03	1.90E-01	1.10E-03	2.958607315
	GOTERM_BP_DIRECT	viral entry into host cell	RT		16	1.2	3.20E-03	8.70E-02	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	oxidative phosphorylation	RT		6	0.5	7.30E-03	1.60E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	nuclear-transcribed mRNA catabolic process	RT		6	0.5	7.30E-03	1.60E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	maturation of SSU-rRNA	RT		6	0.5	7.30E-03	1.60E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	regulation of proteasomal protein catabolic process	RT		6	0.5	7.30E-03	1.60E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	protein localization to nuclear envelope	RT		4	0.3	1.30E-02	2.50E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	establishment of Golgi localization	RT		4	0.3	1.30E-02	2.50E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	protein maturation by protein folding	RT		4	0.3	1.30E-02	2.50E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	response to isolation stress	RT		4	0.3	1.30E-02	2.50E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	purine ribonucleoside monophosphate biosynthetic process	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	positive regulation of organelle organization	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	telomerase holoenzyme complex assembly	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	regulation of organelle assembly	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	nuclear pore localization	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	positive regulation by virus of viral protein levels in host cell	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	ribosomal protein import into nucleus	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	ribonucleoside monophosphate biosynthetic process	RT		3	0.2	2.50E-02	3.90E-01	1.20E-03	2.920818754
	GOTERM_BP_DIRECT	positive regulation of DNA binding	RT		8	0.6	5.70E-03	1.40E-01	1.30E-03	2.886056648
	GOTERM_BP_DIRECT	regulation of circadian rhythm	RT		12	0.9	4.40E-03	1.10E-01	1.40E-03	2.853871964
