Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
A2ATU0,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",Dhtkd1,19,39.1,102.79,921,0.0,90.894,60275000.0,130;3177;3337;3542;7019;8942;9301;10055;10225;10611;11012;13344;13924;14397;14541;15191;17389;17649;17901,970;971;972;973;974;975;976;977;978;21602;21603;21604;21605;22564;23664;46263;59638;59639;62068;62069;62070;62071;62072;62073;62074;62075;62076;62077;62078;62079;62080;62081;62082;62083;62084;62085;66866;66867;66868;66869;66870;66871;68019;70597;70598;70599;70600;70601;70602;70603;70604;70605;73383;73384;87877;91236;91237;91238;91239;91240;94296;94297;95018;95019;95020;95021;95022;99703;115598;115599;115600;115601;115602;115603;115604;115605;115606;115607;117403;117404;117405;117406;119130;119131;119132;119133;119134;119135,1107
A2BDX3,Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase,Mocs3,2,6.1,49.374,460,0.0,4.4153,358810.0,823;9641,5771;5772;5773;5774;64177;64178;64179;64180,7037
A2CEK7,,Mup14;Mup8,12,74.4,20.668,180,0.0,282.29,2593700000.0,573;2107;2297;4340;4390;4936;5227;7619;8205;9479;14821;16423,3891;3892;3893;3894;3895;3896;3897;3898;3899;3900;3901;3902;3903;3904;3905;14443;14444;14445;14446;14447;14448;14449;14450;14451;14452;14453;14454;14455;14456;14457;14458;14459;14460;14461;14462;14463;14464;14465;14466;14467;14468;14469;14470;14471;14472;14473;14474;14475;14476;14477;14478;14479;14480;15755;15756;15757;15758;15759;15760;15761;15762;15763;15764;15765;15766;15767;15768;15769;15770;15771;15772;15773;15774;15775;15776;15777;15778;15779;15780;15781;15782;15783;15784;15785;15786;15787;15788;15789;15790;15791;15792;15793;15794;15795;15796;15797;15798;15799;15800;15801;15802;15803;15804;15805;15806;15807;15808;15809;15810;15811;15812;15813;15814;15815;15816;15817;15818;15819;15820;15821;15822;15823;15824;15825;15826;15827;15828;28376;28377;28378;28379;28380;28381;28382;28383;28384;28385;28386;28387;28388;28389;28390;28391;28392;28393;28394;28395;28396;28830;28831;28832;31779;31780;31781;31782;31783;31784;31785;31786;31787;31788;31789;31790;31791;31792;33708;50469;50470;54613;54614;63065;63066;63067;63068;63069;63070;63071;63072;63073;63074;63075;63076;97018;97019;97020;97021;97022;97023;97024;97025;97026;97027;97028;97029;97030;97031;97032;97033;97034;97035;97036;97037;97038;97039;97040;97041;97042;97043;97044;97045;97046;97047;97048;97049;97050;97051;97052;97053;97054;97055;97056;97057;97058;97059;97060;97061;97062;97063;97064;97065;97066;97067;97068;97069;97070;97071;97072;97073;97074;97075;97076;97077;97078;97079;97080;97081;97082;97083;108594;108595;108596;108597;108598;108599;108600;108601;108602;108603;108604;108605,4710
A3KMP2,Tetratricopeptide repeat protein 38,Ttc38,15,38.5,52.223,465,0.0,101.87,236810000.0,192;2409;2561;3172;4183;4476;8614;9429;10539;11725;14017;15245;16418;17236;17394,1406;1407;1408;1409;1410;1411;1412;16804;16805;16806;16807;16808;16809;17866;17867;21574;21575;21576;21577;21578;21579;21580;21581;21582;21583;21584;27605;27606;27607;27608;27609;27610;27611;27612;27613;27614;27615;27616;29262;29263;29264;29265;29266;29267;29268;29269;57656;57657;57658;57659;57660;57661;57662;62731;62732;62733;62734;62735;70103;70104;70105;78182;78183;78184;78185;78186;78187;91796;100013;100014;100015;100016;100017;100018;100019;100020;108563;108564;108565;108566;108567;108568;108569;108570;108571;108572;114495;114496;114497;114498;114499;114500;114501;114502;114503;114504;115616;115617;115618;115619;115620,1677
A6H611,Mitochondrial intermediate peptidase,Mipep,3,5.3,80.851,711,0.0023157,2.1179,444600.0,989;8690;15699,7096;58179;103161;103162,8598
A6H630,Protein-glutamate O-methyltransferase,Armt1,2,4.8,50.548,439,0.0037936,1.9718,46727.0,14060;17659,92122;117439,110647
A6X935,"Inter alpha-trypsin inhibitor, heavy chain 4",Itih4,5,8.0,104.66,942,0.0,40.328,1270700.0,2527;2721;9517;13265;17002,17599;17600;18675;63311;63312;63313;87379;87380;112785;112786,21280
A8DUK4,Hemoglobin subunit beta-1,Hbbt1;Hbb-b1,12,93.9,15.748,147,0.0,247.5,10753000000.0,176;2259;6747;8868;9739;10007;10161;16260;16350;16620;17063;17612,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1313;1314;1315;1316;15501;15502;15503;15504;15505;15506;15507;15508;15509;15510;15511;15512;15513;15514;15515;15516;15517;15518;15519;15520;15521;15522;15523;15524;15525;15526;15527;15528;15529;15530;44272;44273;44274;44275;44276;44277;44278;44279;44280;44281;44282;44283;44284;44285;44286;44287;44288;44289;44290;44291;44292;44293;44294;44295;44296;44297;44298;59197;59198;64757;64758;64759;64760;64761;64762;64763;64764;64765;64766;64767;64768;64769;64770;64771;64772;64773;64774;64775;64776;64777;64778;64779;64780;64781;64782;66639;66640;67432;67433;67434;67435;67436;67437;67438;67439;67440;67441;67442;67443;67444;67445;67446;67447;67448;67449;67450;67451;107337;107338;108093;108094;108095;108096;108097;108098;108099;108100;108101;108102;108103;108104;108105;108106;108107;108108;108109;108110;108111;108112;108113;108114;108115;108116;108117;108118;108119;108120;108121;108122;108123;108124;108125;108126;108127;108128;108129;108130;108131;108132;108133;108134;108135;108136;108137;108138;108139;108140;108141;108142;108143;108144;110251;110252;110253;110254;110255;110256;110257;110258;110259;110260;110261;110262;110263;110264;110265;110266;110267;110268;110269;110270;110271;110272;113157;113158;113159;113160;113161;113162;113163;113164;113165;113166;113167;113168;113169;113170;113171;113172;113173;113174;113175;113176;113177;113178;113179;113180;113181;113182;113183;113184;113185;113186;113187;113188;113189;113190;113191;113192;113193;113194;113195;113196;113197;113198;113199;113200;113201;113202;113203;117108;117109;117110;117111;117112;117113;117114;117115;117116;117117;117118;117119;117120;117121;117122;117123;117124;117125;117126;117127;117128;117129;117130;117131;117132;117133;117134;117135;117136;117137;117138;117139;117140;117141;117142;117143;117144;117145;117146;117147;117148;117149;117150;117151;117152;117153;117154;117155;117156;117157;117158;117159;117160;117161;117162;117163;117164;117165;117166;117167;117168;117169;117170;117171;117172;117173;117174;117175;117176;117177;117178;117179;117180;117181;117182;117183;117184;117185;117186;117187;117188;117189;117190;117191,1567
Q9D1L0,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,Chchd2;Zbed5,3,30.1,15.661,153,0.0,35.415,6752700.0,1148;9070;12989,8362;8363;8364;8365;8366;8367;8368;8369;60484;60485;60486;86023;86024;86025,10114
B2RQC6,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,Cad,5,3.7,243.24,2225,0.0,7.4492,1445500.0,103;1096;3941;8964;10676;11176;13756;16456,748;749;7897;7898;7899;7900;7901;7902;7903;7904;7905;7906;7907;7908;7909;7910;26123;26124;26125;26126;26127;26128;26129;26130;26131;26132;59776;71020;71021;71022;74342;90141;108781,860
B2RSY5,,Adam6a;Adam6b,2,2.4,85.147,754,0.0076419,1.6632,7593.7,5746;11462,37168;76513,44947
B2RT14,UDP-glucuronosyltransferase 1-2,Ugt1a5;Ugt1a2,6,24.0,60.073,529,0.0,13.472,22788000.0,1081;5778;5877;7981;8305;10618;12963;16097;17347;17726,7717;7718;7719;7720;7721;7722;7723;7724;7725;7726;7727;7728;7729;7730;7731;7732;7733;7734;7735;7736;7737;7738;37360;37361;37362;37363;37364;37365;37366;37367;37368;37369;37370;37371;37372;37373;37374;37375;37376;37377;37378;37379;37380;37381;37382;38093;38094;38095;38096;53028;53029;53030;53031;53032;53033;53034;53035;55369;55370;55371;55372;55373;55374;55375;55376;55377;55378;55379;55380;55381;55382;55383;55384;70682;70683;70684;70685;70686;70687;70688;70689;70690;85932;106168;106169;115337;115338;115339;115340;115341;115342;115343;115344;115345;115346;115347;115348;115349;115350;115351;115352;115353;115354;115355;115356;115357;115358;115359;115360;115361;115362;115363;115364;115365;115366;115367;115368;115369;115370;115371;115372;115373;115374;115375;117890,9320
Q96LX3,,Slc22a30;Slc22a28,5,11.8,62.14,552,0.0,21.863,17696000.0,517;8117;8441;12262;12292,3489;3490;3491;3492;3493;3494;53889;53890;53891;53892;53893;56420;56421;56422;56423;56424;81421;81422;81423;81683;81684,4231
B2RX12,Canalicular multispecific organic anion transporter 2,Abcc3,3,3.2,169.22,1523,0.0,48.153,971190.0,8332;14319;14396,55632;55633;55634;93850;93851;94295,67279
B2RXS4,Plexin-B2,Plxnb2,3,3.2,206.23,1842,0.0,18.713,659120.0,8565;10749;16235,57332;57333;57334;57335;57336;57337;71484;107223,69264
B2RY56,RNA-binding protein 25,Rbm25,2,3.8,99.551,838,0.0,3.544,476230.0,4864;5471,31317;35360;35361;35362;35363,37973
B7ZMP1,Probable Xaa-Pro aminopeptidase 3,Xpnpep3,7,24.1,56.677,506,0.0,15.72,655960.0,1175;5593;7613;11573;12741;13843;14578,8582;36143;36144;36145;50445;77189;84580;90726;95258;95259;95260,10362
B9EJ54,,Nup205,2,1.2,227.46,2008,0.0,6.4962,296840.0,1397;4350,10259;10260;28477,12584
B9EJ86,Oxysterol-binding protein,Osbpl8,4,6.6,101.27,889,0.0,9.1475,670870.0,4177;6247;9453;17130,27582;27583;40688;62911;113803;113804;113805;113806;113807;113808,33439
D3YXK2,Scaffold attachment factor B1;Scaffold attachment factor B2,Safb;Safb2,2,3.5,105.1,937,0.0,5.6256,266070.0,10466;13688,69641;89812;89813,84145
D3YZZ5,,Tmed7,2,12.9,25.2,224,0.00040096,2.5667,13766000.0,14556;16873,95119;95120;111994;111995;111996,114273
D3Z2H9,,Tpm3-rs7,7,29.8,28.991,248,0.0,97.867,126590000.0,649;3557;8374;8395;10939;11289;11420,4368;4369;23719;55944;56077;56078;56079;56080;56081;56082;56083;56084;56085;56086;56087;56088;72805;72806;75120;75121;75122;75123;75124;75125;75126;75127;75128;75129;76145;76146;76147;76148;76149;76150;76151;76152,5262
E9PV24,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,Fga,14,27.9,87.428,789,0.0,237.98,115510000.0,413;1291;3981;4753;5869;6393;11614;11973;12201;12300;12500;13161;14315;15026,2800;2801;2802;2803;2804;2805;2806;2807;2808;2809;2810;2811;2812;2813;9537;9538;9539;9540;9541;9542;9543;9544;9545;9546;9547;9548;9549;9550;26416;26417;26418;26419;26420;26421;30630;30631;30632;30633;30634;38043;38044;38045;38046;38047;38048;38049;38050;38051;38052;38053;38054;41849;41850;41851;41852;41853;41854;41855;41856;41857;41858;77489;77490;77491;77492;77493;79822;79823;79824;79825;79826;79827;79828;79829;79830;79831;79832;80990;80991;81716;81717;81718;81719;81720;81721;81722;81723;81724;81725;81726;82890;82891;86931;86932;86933;93830;93831;93832;93833;93834;98507;98508;98509;98510;98511;98512;98513;98514,3384
E9PV38,Carboxylic ester hydrolase,Ces2g,5,18.9,62.72,560,0.0,46.166,11940000.0,4353;4929;6518;7260;10654;11893;13631,28511;28512;31728;31729;31730;42757;42758;42759;42760;42761;42762;42763;42764;48028;48029;48030;70866;70867;70868;70869;70870;79354;79355;79356;79357;79358;79359;79360;89531;89532;89533,34548
E9PVA8,,Gcn1l1,14,6.7,293.02,2671,0.0,29.73,10547000.0,97;818;1374;3101;6381;8016;8093;9106;10205;10792;12188;12872;16342;16515,696;697;5762;10110;10111;21121;21122;41761;41762;53277;53278;53723;53724;53725;53726;60833;60834;60835;60836;67810;71736;80914;80915;80916;80917;80918;85457;85458;108036;108037;109342,804
E9PVZ8,,Golgb1,2,0.7,370.15,3238,0.0,3.6736,62737.0,4252;16804,27898;111593,33816
E9PWQ3,,Col6a3,7,3.4,353.93,3284,0.0,14.109,5449000.0,4137;7405;7761;10138;10260;13975;15751,27359;27360;49051;51443;51444;51445;51446;51447;51448;51449;51450;67317;68287;68288;68289;91486;91487;103581;103582,33155
E9Q0S6,,Tns1,3,2.7,201.38,1888,0.0,7.2967,623560.0,1490;5904;16874,10899;38272;111997;111998,13354
E9Q238,,Kank1,2,2.4,148.25,1360,0.0,5.4702,530430.0,8337;14554,55653;95110,67308
E9Q411,,Nbas,4,2.3,265.77,2356,0.0,5.431,134770.0,2889;9086;9920;10004,19831;60639;66178;66179;66180;66628,24045
E9Q414,Apolipoprotein B-100;Apolipoprotein B-48,Apob,29,8.5,509.43,4505,0.0,146.37,22089000.0,286;986;2328;4783;5142;6052;6475;7459;7656;8206;9345;9796;10075;10490;10669;10692;10737;10830;11283;11354;12241;12341;13067;13495;13599;14091;14272;15297;18009,2086;2087;2088;2089;2090;2091;7082;7083;7084;7085;16128;30794;30795;33211;39257;39258;42419;49530;49531;50676;50677;50678;50679;50680;50681;50682;50683;50684;50685;50686;54615;54616;54617;54618;54619;54620;54621;62271;62272;65101;65102;67044;67045;69772;69773;69774;70967;71110;71412;71413;72011;75084;75085;75639;75640;75641;75642;81261;81886;86475;88652;88653;89340;89341;92361;93478;93479;93480;93481;93482;93483;93484;93485;93486;100357;120029;120030,2475
E9Q4Z2,Acetyl-CoA carboxylase 2;Biotin carboxylase,Acacb,13,11.5,275.75,2448,0.0,24.031,4374400.0,424;1665;2264;2474;3145;3457;3604;5155;5690;7264;8514;8557;9596;10172;10353;14273;14764;15568;16246,2878;2879;2880;2881;2882;2883;12004;12005;12006;12007;12008;12009;12010;12011;12012;15559;15560;15561;15562;15563;15564;15565;15566;15567;15568;15569;17267;21418;21419;23277;23278;23279;23280;23281;23282;23913;33253;33254;36797;36798;36799;48060;48061;48062;56896;56897;57203;57204;57205;57206;57207;57208;57209;57210;57211;57212;57213;57214;57215;57216;57217;57218;57219;57220;63867;63868;67539;67540;67541;67542;67543;67544;67545;67546;67547;67548;67549;67550;67551;68892;68893;93487;96653;102059;102060;107268,3474
E9Q555,E3 ubiquitin-protein ligase RNF213,Rnf213,5,1.2,584.25,5148,0.0,7.1724,1288100.0,748;1977;4327;7888;10133,5209;13779;28289;52338;67304,6405
E9Q5K4,,Cyp2c44,11,30.0,56.421,494,0.0,41.327,124490000.0,3288;3417;5029;6206;6565;6731;10448;13539;13566;14914;17735,22148;22149;22150;22151;22152;22153;22154;22155;22156;23009;23010;23011;23012;23013;23014;23015;23016;23017;32489;32490;32491;32492;32493;32494;32495;32496;40389;43155;43156;43157;43158;43159;43160;43161;44122;69535;69536;69537;69538;69539;69540;69541;69542;69543;69544;88950;89067;97593;97594;97595;97596;97597;97598;97599;97600;117935;117936;117937;117938;117939;117940;117941;117942;117943,26796
E9Q616,,Ahnak,4,5.7,604.25,5656,0.0,4.2651,821870.0,5925;8452;8453;11532,38400;38401;56507;56508;76956;76957,46391
E9Q634,Unconventional myosin-Ie;Unconventional myosin-If,Myo1e;Myo1f,2,2.3,126.82,1107,0.001932,2.128,45430.0,2455;12534,17123;17124;83075,20733
E9Q6R7,,Utrn,9,4.0,392.7,3430,0.0,19.7,1046600.0,337;2650;4132;7874;9923;13285;14096;14856;16764,2348;2349;18312;27339;27340;27341;52244;52245;66195;66196;66197;66198;66199;66200;87465;87466;92383;97220;111300,2781
E9Q7G0,,Numa1,4,2.3,235.63,2094,0.0,7.176,380620.0,896;3359;6026;10892,6404;22718;39105;39106;72478,7776
E9QA15,,Cald1,5,9.1,89.272,768,0.0,53.25,6742400.0,3354;3740;6718;7646;13221,22675;24797;24798;24799;24800;24801;44026;44027;44028;44029;44030;44031;50610;50611;87251,27410
E9QAT4,,Sec16a,2,1.3,254.2,2357,0.00041494,2.9013,450730.0,14720;15964,96225;105265,115646
F6U5V1,,,2,5.0,59.728,541,0.00042017,3.0466,346000.0,3051;16786,20832;111469;111470;111471,25230
P62270,40S ribosomal protein S18,Rps18;Gm10260,8,47.4,17.718,152,0.0,58.19,271560000.0,567;7411;8255;10598;14123;16352;16510;18012,3859;3860;3861;3862;3863;3864;49077;49078;49079;49080;49081;49082;49083;49084;49085;49086;49087;49088;54992;54993;54994;54995;54996;54997;54998;54999;55000;55001;55002;55003;55004;55005;55006;55007;70530;92527;92528;92529;108157;108158;108159;108160;108161;108162;108163;108164;108165;108166;108167;108168;108169;108170;109314;109315;109316;109317;109318;109319;120035;120036;120037;120038;120039,4671
F6ZDS4,Nucleoprotein TPR,Tpr,4,2.3,273.99,2431,0.0,6.8426,1096100.0,9385;10784;11944;14092,62460;71682;71683;79652;92362,75355
F8VPK0,,Ttc37,2,1.7,173.94,1563,0.00040112,2.5673,183720.0,2074;10925,14315;72699,17375
F8VPN4,,Agl,44,41.6,174.29,1532,0.0,246.9,156010000.0,1058;1660;1830;2121;2350;3083;4145;4444;4540;5832;6077;6476;6959;7225;7310;7636;7833;7947;7975;8073;9180;9379;9466;9623;9658;10009;10821;11697;11797;11857;11956;13543;13785;13807;13839;13987;15124;16911;17069;17370;17461;17628;18030;18055,7549;11989;12950;12951;12952;14529;14530;14531;16371;16372;16373;21005;21006;21007;21008;21009;21010;21011;27393;29117;29118;29507;37833;37834;37835;39518;39519;42420;45791;45792;45793;45794;45795;45796;45797;47750;48389;48390;50535;50536;50537;50538;51943;51944;51945;51946;51947;51948;51949;51950;51951;51952;51953;51954;51955;51956;51957;52709;52710;52711;52966;52967;52968;52969;52970;52971;52972;52973;52974;52975;52976;52977;53610;53611;53612;53613;61338;61339;61340;61341;61342;62443;62974;62975;62976;64054;64055;64056;64057;64058;64059;64060;64061;64062;64063;64064;64065;64066;64067;64346;66642;66643;66644;71960;71961;71962;71963;71964;71965;78071;78072;78073;78712;78713;78714;78715;78716;78717;78718;78719;78720;78721;78722;78723;78724;78725;78726;79158;79159;79160;79161;79162;79163;79164;79165;79166;79167;79704;79705;79706;79707;79708;79709;79710;88971;88972;88973;88974;88975;88976;88977;88978;88979;90388;90389;90390;90391;90392;90393;90394;90536;90537;90538;90539;90540;90541;90710;90711;90712;90713;91580;91581;99304;99305;99306;99307;99308;99309;99310;99311;99312;112218;112219;112220;112221;112222;113248;113249;113250;113251;113252;113253;113254;113255;113256;113257;113258;113259;113260;115501;115502;115503;115504;115505;116043;117279;117280;117281;117282;117283;120126;120127;120128;120129;120130;120131;120132;120133;120134;120135;120270;120271;120272;120273;120274;120275;120276;120277;120278;120279;120280,9138
F8VQC1,Signal recognition particle subunit SRP72,Srp72,9,19.4,74.656,671,0.0,33.348,7930000.0,719;3483;4273;6782;7390;14836;15271;16370;17684,5023;23405;23406;23407;23408;23409;27986;27987;27988;44564;44565;44566;48887;48888;48889;48890;48891;48892;48893;48894;48895;48896;48897;48898;48899;97139;100127;108262;108263;108264;117564;117565,6191
Q9D7G0,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 2,Prps1;Prps1l3;Prps2;Prps1l1,7,27.0,34.834,318,0.0,30.36,107950000.0,5559;9629;10294;11669;11776;15758;16970,35876;35877;64125;64126;64127;64128;64129;64130;64131;68491;68492;68493;68494;68495;68496;68497;68498;77895;77896;77897;78573;103641;103642;103643;112566;112567;112568,43388
G3X8U3,,2210016F16Rik,4,12.7,38.615,338,0.0,5.7378,2810500.0,52;3197;9966;13602,405;406;407;408;409;410;21703;66427;66428;66429;66430;89349;89350,467
G3X972,,Sec24c,14,17.6,118.58,1096,0.0,62.633,41761000.0,1593;6642;6663;7088;9481;10397;11758;13414;13607;14052;14235;15145;17099;17445,11554;11555;11556;11557;11558;11559;11560;11561;11562;11563;11564;11565;11566;43586;43714;46640;63083;63084;63085;69192;78440;88201;89411;89412;89413;89414;89415;92091;92092;92093;92094;92095;93177;93178;99436;99437;113537;113538;115961;115962,14145
G3X982,Aldehyde oxidase 3,Aox3,35,35.1,146.9,1335,0.0,292.27,455960000.0,1368;1538;1638;1876;2068;3583;3774;4279;4519;5581;5599;6235;6440;6987;7262;7467;7956;8026;10025;11145;11158;11710;11927;12374;12409;12588;12638;13194;13232;13375;15270;15392;15537;17283;18007,10062;11176;11177;11852;11853;11854;11855;11856;13138;13139;14284;14285;23824;23825;23826;23827;23828;23829;23830;23831;23832;23833;23834;23835;23836;25004;25005;25006;25007;25008;25009;25010;25011;25012;25013;25014;25015;25016;25017;28008;28009;29457;29458;29459;36047;36048;36049;36050;36051;36052;36053;36054;36055;36056;36057;36058;36059;36060;36061;36062;36203;36204;36205;36206;36207;36208;36209;36210;36211;36212;36213;36214;36215;40615;40616;40617;40618;40619;40620;42192;42193;42194;42195;42196;42197;42198;42199;42200;42201;42202;42203;42204;42205;42206;42207;42208;42209;42210;46042;46043;46044;46045;46046;48050;48051;48052;48053;48054;48055;48056;49567;49568;49569;49570;49571;49572;49573;49574;49575;49576;49577;49578;49579;49580;49581;49582;49583;49584;49585;49586;49587;52764;52765;52766;52767;52768;52769;52770;52771;52772;52773;52774;52775;52776;52777;52778;52779;52780;52781;52782;52783;52784;52785;52786;52787;52788;52789;52790;52791;52792;52793;52794;52795;52796;52797;52798;52799;52800;52801;52802;52803;52804;52805;52806;52807;52808;52809;52810;52811;52812;52813;52814;52815;52816;52817;52818;52819;52820;52821;52822;52823;52824;52825;52826;52827;53339;66719;66720;66721;66722;66723;74135;74136;74137;74138;74139;74240;74241;74242;74243;74244;74245;74246;74247;74248;74249;74250;74251;78137;78138;78139;78140;78141;78142;78143;79574;79575;79576;82077;82078;82079;82080;82081;82082;82288;82289;82290;82291;82292;82293;82294;83560;83561;83562;83563;83564;83565;83566;83567;83568;83569;83868;87138;87139;87140;87141;87142;87143;87144;87291;87292;87293;87294;87295;88034;88035;88036;88037;88038;88039;100118;100119;100120;100121;100122;100123;100124;100125;100126;100915;100916;101877;101878;101879;101880;101881;101882;101883;101884;101885;101886;101887;101888;101889;101890;101891;101892;101893;101894;101895;101896;101897;101898;114758;114759;114760;114761;114762;114763;114764;114765;119993;119994;119995;119996;119997;119998;119999;120000;120001;120002;120003;120004,12364
G3X9B1,,Heatr1,2,1.5,242.07,2143,0.0082973,1.5829,25079.0,862;13088,6096;86569,7408
G3X9Y6,,Akr1c19,7,35.0,37.045,323,0.0,102.45,37281000.0,4346;6319;12565;13905;14196;17426;17472;17745,28447;28448;28449;28450;28451;28452;28453;28454;28455;28456;28457;28458;28459;28460;28461;41378;41379;83310;83311;83312;83313;83314;83315;91119;91120;91121;91122;91123;93002;93003;115846;115847;115848;115849;115850;115851;115852;115853;115854;115855;115856;115857;115858;115859;115860;115861;115862;115863;115864;115865;116075;116076;116077;116078;116079;116080;116081;116082;116083;116084;116085;116086;116087;118008;118009;118010;118011;118012;118013;118014;118015;118016;118017;118018;118019;118020,34486
